TOWN;LON;LAT;MEDV;CRIM;ZN;INDUS;CHAS;NOX;RM;AGE;DIS;RAD;TAX;PTRATIO;B;LSTAT
Cambridge;-71.074;422.331;23.8;23.004;0;19.58;0;0.605;6.319;96.1;2.1;5;403;14.7;297.09;11.1
Cambridge;-710.775;422.351;22.3;244.953;0;19.58;0;0.605;6.402;95.2;22.625;5;403;14.7;330.04;11.32
Cambridge;-71.081;422.368;17.4;12.074.200.000.000.000;0;19.58;0;0.605;5.875;94.6;24.259;5;403;14.7;292.29;14.43
Cambridge;-710.792;42.239;19.1;23.139;0;19.58;0;0.605;5.88;97.3;23.887;5;403;14.7;348.13;12.03
Arlington;-71.087;422.416;23.1;0.13914;0;4.05;0;0.51;5.572;88.5;25.961;5;296;16.6;396.9;14.69
Arlington;-710.855;42.245;23.6;0.09178;0;4.05;0;0.51;6.416;84.1;26.463;5;296;16.6;395.5;9.04
Arlington;-710.833;422.475;22.6;0.08447;0;4.05;0;0.51;5.859;68.7;27.019;5;296;16.6;393.23;9.64
Arlington;-71.094;422.575;29.4;0.06663999999999999;0;4.05;0;0.51;6.546;33.1;31.323;5;296;16.6;390.96;5.33
Arlington;-711.125;42.255;23.2;0.07022;0;4.05;0;0.51;6.02;47.2;35.549;5;296;16.6;393.23;10.11
Arlington;-7.110.600.000.000.000;422.512;24.6;0.05425;0;4.05;0;0.51;6.315;73.4;33.175;5;296;16.6;395.6;6.29
Arlington;-710.965;42.247;29.9;0.06642;0;4.05;0;0.51;6.86;74.4;29.153;5;296;16.6;391.27;6.92
Belmont;-71.1;422.408;37.2;0.0578;0;2.46;0;0.488;6.98;58.4;28.289.999.999.999.900;3;193;17.8;396.9;5.04
Belmont;-710.995;422.345;39.8;0.06588;0;2.46;0;0.488;7.765;83.3;2.741;3;193;17.8;395.56;7.56
Belmont;-710.966;422.282;36.2;0.06888;0;2.46;0;0.488;6.144;62.2;25.979;3;193;17.8;396.9;9.45
Belmont;-711.005;422.287;37.9;0.09103;0;2.46;0;0.488;7.155;92.2;27.006;3;193;17.8;394.12;4.82
Belmont;-711.065;42.23;32.5;0.10008;0;2.46;0;0.488;6.563;95.6;2.847;3;193;17.8;396.9;5.68
Belmont;-71.112;42.23;26.4;0.08308;0;2.46;0;0.488;5.604;89.8;29.879;3;193;17.8;391;13.98
Belmont;-711.175;42.235;29.6;0.06047;0;2.46;0;0.488;6.153;68.8;32.797;3;193;17.8;387.11;13.15
Belmont;-711.115;422.442;50;0.056020000000000014;0;2.46;0;0.488;7.831;53.6;31.992;3;193;17.8;392.63;4.45
Lexington;-71.122;422.565;32;0.07875;45;3.44;0;0.4370000000000001;6.782;41.1;37.886;5;398;15.2;393.87;6.68
Lexington;-711.408;42.255;29.8;0.12579;45;3.44;0;0.4370000000000001;6.556;29.1;45.667;5;398;15.2;382.84;4.56
Lexington;-71.145;422.651;34.9;0.0837;45;3.44;0;0.4370000000000001;7.185;38.9;45.667;5;398;15.2;396.9;5.39
Lexington;-711.216;42.27;33;0.09068;45;3.44;0;0.4370000000000001;69.510.000.000.000.000;21.5;64.798;5;398;15.2;377.68;5.1
Lexington;-711.485;422.765;30.5;0.06911;45;3.44;0;0.4370000000000001;6.739;30.8;64.798;5;398;15.2;389.71;4.69
Lexington;-71.134;422.785;36.4;0.08664;45;3.44;0;0.4370000000000001;7.178;26.3;64.798;5;398;15.2;390.49;2.87
Bedford;-711.525;42.3;31.1;0.02187;60;2.93;0;0.401;6.8;9.9;62.196;1;265;15.6;393.37;5.03
Bedford;-711.633;42.303.000.000.000.000;29.1;0.01439;60;2.93;0;0.401;6.604;18.8;62.196;1;265;15.6;376.7;4.38
Lincoln;-71.189;422.525;50;0.01381;80;0.46;0;0.422;7.875;32;56.484;4;255;14.4;394.23;2.97
Concord;-71.22;422.715;33.3;0.04011;80;1.52;0;0.404;7.287.000.000.000.000;34.1;7.309;2;329;12.6;396.9;4.08
Concord;-71.24;422.725;30.3;0.04666;80;1.52;0;0.404;7.107;36.6;7.309;2;329;12.6;354.31;8.61
Concord;-71.222;42.288.999.999.999.900;34.6;0.03768;80;1.52;0;0.404;7.274;38.3;7.309;2;329;12.6;392.2;6.62
Sudbury;-71.244;422.425;34.9;0.0315;95;1.47;0;0.403;6.975;15.3;76.534;3;402;17;396.9;4.56
Sudbury;-71.263;422.225;32.9;0.01778;95;1.47;0;0.403;7.135;13.9;76.534;3;402;17;384.3;4.45
Wayland;-712.185;421.955;24.1;0.03445;82.5;2.03;0;0.415;6.162.000.000.000.000;38.4;6.27;2;348;14.7;393.77;7.43
Wayland;-71.214;42.218;42.3;0.02177;82.5;2.03;0;0.415;7.61;15.7;6.27;2;348;14.7;395.38;3.11
Weston;-71.199;42.232;48.5;0.0351;95;2.68;0;0.4161;7.853;33.2;5.118;4;224;14.7;392.78;3.81
Weston;-71.199;422.058;50;0.02009;95;2.68;0;0.4161;8.033.999.999.999.990;31.9;5.118;4;224;14.7;390.55;2.88
Waltham;-711.475;422.445;22.6;0.13642;0;10.59;0;0.489;5.891;22.3;39.454;4;277;18.6;396.9;10.87
Waltham;-71.15;422.308;24.4;0.22969;0;10.59;0;0.489;63.260.000.000.000.000;52.5;43.549;4;277;18.6;394.87;10.97
Waltham;-71.149;422.268;22.5;0.25199;0;10.59;0;0.489;5.783;72.7;43.549;4;277;18.6;389.43;18.06
Waltham;-711.503;42.222;24.4;0.13587;0;10.59;1;0.489;6.064;59.1;42.392;4;277;18.6;381.32;14.66
Waltham;-71.143;422.217;20;0.43571;0;10.59;1;0.489;53.439.999.999.999.900;100;3.875;4;277;18.6;396.9;23.09
Waltham;-711.435;422.177;21.7;0.17446;0;10.59;1;0.489;5.96;92.1;38.771;4;277;18.6;393.25;17.27
Waltham;-71.138;422.216;19.3;0.37578;0;10.59;1;0.489;5.404;88.6;3.665;4;277;18.6;395.24;23.98
Waltham;-711.335;42.225;22.4;0.21719;0;10.59;1;0.489;5.807;53.8;36.526;4;277;18.6;390.94;16.03
Waltham;-711.375;422.355;28.1;0.14052;0;10.59;0;0.489;6.375;32.3;39.454;4;277;18.6;385.81;9.38
Waltham;-71.127;42.235;23.7;0.28955;0;10.59;0;0.489;5.412.000.000.000.000;9.8;35.875;4;277;18.6;348.93;29.55
Waltham;-711.245;422.277;25;0.19802;0;10.59;0;0.489;6.182;42.4;39.454;4;277;18.6;393.63;9.47
Watertown;-711.166;42.223;23.3;0.0456;0;13.89;1;0.55;5.888;56;31.121;5;276;16.4;392.8;13.51
Watertown;-71.105;422.235;28.7;0.07013;0;13.89;0;0.55;6.642;85.1;34.211;5;276;16.4;392.78;9.69
Watertown;-710.933;42.222;21.5;0.11069;0;13.89;1;0.55;59.510.000.000.000.000;93.8;28.893;5;276;16.4;396.9;17.92
Watertown;-7.110.600.000.000.000;422.185;23;0.11425;0;13.89;1;0.55;6.372.999.999.999.990;92.4;33.633;5;276;16.4;393.74;10.5
Newton;-71.11;422.137;26.7;0.35809;0;6.2;1;0.507;69.510.000.000.000.000;88.5;28.617;8;307;17.4;391.7;9.71
Newton;-7.112.100.000.000.000;422.166;21.7;0.40771;0;6.2;1;0.507;6.164;91.3;3.048;8;307;17.4;395.24;21.46
Newton;-71.125;422.134;27.5;0.62356;0;6.2;1;0.507;6.879;77.7;32.721;8;307;17.4;390.39;9.93
Newton;-711.208;422.183;30.1;0.6147;0;6.2;0;0.507;66.179.999.999.999.900;80.8;32.721;8;307;17.4;396.9;7.6
Newton;-71.11;42.206;44.8;0.31533;0;6.2;0;0.504;8.266;78.3;28.944;8;307;17.4;385.05;4.14
Newton;-711.012;421.975;50;0.52693;0;6.2;0;0.504;8.725;83;28.944;8;307;17.4;382;4.63
Newton;-711.215;422.025;37.6;0.38214;0;6.2;0;0.504;8.04;86.5;32.157;8;307;17.4;387.38;3.13
Newton;-71.116;421.947;31.6;0.41238;0;6.2;0;0.504;71.629.999.999.999.900;79.9;32.157;8;307;17.4;372.08;6.36
Newton;-71.11;42.185;46.7;0.29819;0;6.2;0;0.504;7.686;17;33.751;8;307;17.4;377.51;3.92
Newton;-71.119;421.807;31.5;0.44178;0;6.2;0;0.504;65.520.000.000.000.000;21.4;33.751;8;307;17.4;380.34;3.76
Newton;-71.13;42.188;24.3;0.537;0;6.2;0;0.504;5.981;68.1;36.715;8;307;17.4;378.35;11.65
Newton;-711.285;42.193.000.000.000.000;31.7;0.46296;0;6.2;0;0.504;7.412.000.000.000.000;76.9;36.715;8;307;17.4;376.14;5.25
Newton;-71.14;421.946;41.7;0.57529;0;6.2;0;0.507;8.337;73.3;38.384;8;307;17.4;385.91;2.47
Newton;-71.134;4.220.399.999.999.990;48.3;0.33147;0;6.2;0;0.507;8.247;70.4;36.519;8;307;17.4;378.95;3.95
Newton;-71.132;422.142;29;0.44791;0;6.2;1;0.507;6.726;66.5;36.519;8;307;17.4;360.2;8.05
Newton;-71.138;422.141;24;0.33045;0;6.2;0;0.507;6.086;61.5;36.519;8;307;17.4;376.75;10.88
Newton;-711.485;42.211.000.000.000.000;25.1;0.52058;0;6.2;1;0.507;6.631;76.5;4.148;8;307;17.4;388.45;9.54
Newton;-711.491;42.203;31.5;0.51183;0;6.2;0;0.507;7.358;71.6;4.148;8;307;17.4;390.07;4.73
Natick;-712.055;421.875;23.7;0.08244;30;4.93;0;0.428;6.481;18.5;61.899;6;300;16.6;379.41;6.36
Natick;-712.035;42.187;23.3;0.09252;30;4.93;0;0.428;6.606;42.2;61.899;6;300;16.6;383.78;7.37
Natick;-711.966;42.163.999.999.999.900;27;0.11329000000000003;30;4.93;0;0.428;6.897;54.3;63.361;6;300;16.6;391.25;11.38
Natick;-712.138;421.645;20.1;0.10612;30;4.93;0;0.428;6.095;65.1;63.361;6;300;16.6;394.62;12.4
Natick;-71.22;421.782;22.2;0.1029;30;4.93;0;0.428;6.358;52.9;70.355;6;300;16.6;372.75;11.22
Natick;-71.232;421.725;23.7;0.12757000000000002;30;4.93;0;0.428;6.393;7.8;70.355;6;300;16.6;374.71;5.19
Framingham;-712.435;42.163.000.000.000.000;17.6;0.20608;22;5.86;0;0.431;5.593;76.5;79.549;7;330;19.1;372.49;12.5
Framingham;-712.575;421.618;18.5;0.19133;22;5.86;0;0.431;5.605;70.2;79.549;7;330;19.1;389.13;18.46
Framingham;-71.262;42.169;24.3;0.33983;22;5.86;0;0.431;6.108;34.9;80.555;7;330;19.1;390.18;9.16
Framingham;-71.247;421.703;20.5;0.19657;22;5.86;0;0.431;6.226;79.2;80.555;7;330;19.1;376.14;10.15
Framingham;-71.255;421.767;24.5;0.16439;22;5.86;0;0.431;6.433;49.1;78.265;7;330;19.1;374.71;9.52
Framingham;-712.475;421.825;26.2;0.19073;22;5.86;0;0.431;6.718;17.5;78.265;7;330;19.1;393.74;6.56
Framingham;-71.238;42.191;24.4;0.1403;22;5.86;0;0.431;6.487;13;73.967;7;330;19.1;396.28;5.9
Framingham;-712.435;421.982;24.8;0.21409;22;5.86;0;0.431;6.438;8.9;73.967;7;330;19.1;377.07;3.59
Framingham;-712.685;421.935;29.6;0.08221;22;5.86;0;0.431;6.957.000.000.000.000;6.8;89.067;7;330;19.1;386.09;3.53
Framingham;-712.807;421.727;42.8;0.36894;22;5.86;0;0.431;8.259;8.4;89.067;7;330;19.1;396.9;3.54
Ashland;-712.895;421.575;21.9;0.04819;80;3.64;0;0.392;6.108;32;92.203;1;315;16.4;392.89;6.57
Ashland;-7.126.899.999.999.990;421.482;20.9;0.035480000000000005;80;3.64;0;0.392;5.876;19.1;92.203;1;315;16.4;395.18;9.25
Sherborn;-71.223;42.145;44;0.01538;90;3.75;0;0.394;7.454;34.2;63.361;3;244;15.9;386.34;3.11
Brookline;-710.679;422.073;50;0.61154;20;3.97;0;0.647;8.704;86.9;1.801;5;264;13;389.7;5.12
Brookline;-710.727;422.077;36;0.66351;20;3.97;0;0.647;7.332.999.999.999.990;100;18.946;5;264;13;383.29;7.79
Brookline;-710.765;422.075;30.1;0.65665;20;3.97;0;0.647;68.420.000.000.000.000;100;20.107;5;264;13;391.93;6.9
Brookline;-71.08;4.220.399.999.999.990;33.8;0.5401100000000001;20;3.97;0;0.647;72.029.999.999.999.900;81.8;21.121;5;264;13;392.8;9.59
Brookline;-71.079;42.202;43.1;0.5341199999999999;20;3.97;0;0.647;7.52;89.4;21.398;5;264;13;388.37;7.26
Brookline;-710.835;42.2;48.8;0.5201399999999999;20;3.97;0;0.647;8.398;91.5;22.885;5;264;13;386.86;5.91
Brookline;-71.075;42.198;31;0.82526;20;3.97;0;0.647;7.327.000.000.000.000;94.5;20.788;5;264;13;393.42;11.25
Brookline;-71.071;42.203;36.5;0.55007;20;3.97;0;0.647;7.206;91.6;19.301;5;264;13;387.89;8.1
Brookline;-71.07;42.2;22.8;0.76162;20;3.97;0;0.647;5.56;62.8;19.865;5;264;13;392.4;10.45
Brookline;-710.725;421.965;30.7;0.7857;20;3.97;0;0.647;70.139.999.999.999.900;84.6;21.329;5;264;13;384.07;14.79
Brookline;-71.085;421.925;50;0.57834;20;3.97;0;0.575;8.297;67;24.216;5;264;13;384.54;7.44
Brookline;-710.925;422.075;43.5;0.5405;20;3.97;0;0.575;7.47;52.6;2.872;5;264;13;390.3;3.16
Dedham;-71.098;42.153.999.999.999.900;20.7;0.09065;20;6.96;1;0.464;5.92;61.5;39.175;3;223;18.6;391.34;13.65
Dedham;-71.087;42.141.000.000.000.000;21.1;0.29916;20;6.96;0;0.464;5.856;42.1;4.428.999.999.999.990;3;223;18.6;388.65;13
Dedham;-71.094;421.355;25.2;0.16211;20;6.96;0;0.464;6.24;16.3;4.428.999.999.999.990;3;223;18.6;396.9;6.59
Dedham;-710.982;421.445;24.4;0.1146;20;6.96;0;0.464;65.379.999.999.999.900;58.7;39.175;3;223;18.6;394.96;7.73
Dedham;-71.117;42.151;35.2;0.22188;20;6.96;1;0.464;7.691;51.8;43.665;3;223;18.6;390.77;6.58
Needham;-711.305;421.675;32.4;0.05644;40;6.41;1;0.447;6.757.999.999.999.990;32.9;40.776;4;254;17.6;396.9;3.53
Needham;-71.138;421.733;32;0.09604;40;6.41;0;0.447;6.854;42.8;42.673;4;254;17.6;396.9;2.98
Needham;-711.405;421.632;33.2;0.10469;40;6.41;1;0.447;7.267;49;47.872;4;254;17.6;389.25;6.05
Needham;-711.495;42.173;33.1;0.06127000000000001;40;6.41;1;0.447;68.260.000.000.000.000;27.6;48.628;4;254;17.6;393.45;4.16
Needham;-711.395;421.813;29.1;0.07977999999999999;40;6.41;0;0.447;6.482;32.1;41.403;4;254;17.6;396.9;7.19
Wellesley;-71.148;42.188;35.1;0.21038;20;3.33;0;0.4429;6.812;32.2;41.007;5;216;14.9;396.9;4.85
Wellesley;-71.166;42.187;45.4;0.03578;20;3.33;0;0.4429;7.82;64.5;46.947;5;216;14.9;387.31;3.76
Wellesley;-71.185;421.848;35.4;0.03705;20;3.33;0;0.4429;6.968;37.2;52.447;5;216;14.9;392.23;4.59
Wellesley;-711.775;421.735;46;0.06129;20;3.33;1;0.4429;7.645;49.7;52.119;5;216;14.9;377.07;3.01
Dover;-71.173;421.475;50;0.01501;90;1.21;1;0.401;7.922.999.999.999.990;24.8;5.885;1;198;13.6;395.52;3.16
Medfield;-71.18;421.105;32.2;0.00906;90;2.97;0;0.4;7.087.999.999.999.990;20.8;73.073;1;285;15.3;394.72;7.85
Millis;-712.135;42.1;22;0.01096;55;2.25;0;0.389;64.529.999.999.999.900;31.9;73.073;1;300;15.3;394.72;8.23
Norfolk;-71.195;420.675;20.1;0.01965;80;1.76;0;0.385;6.23;31.5;90.892;1;241;18.2;341.6;12.93
Walpole;-71.148;420.775;23.2;0.03871;52.5;5.32;0;0.405;6.209;31.3;73.172;6;293;16.6;396.9;7.14
Walpole;-711.325;42.093.999.999.999.900;22.3;0.0459;52.5;5.32;0;0.405;6.315;45.6;73.172;6;293;16.6;396.9;7.6
Walpole;-71.155;42.098;24.8;0.04297;52.5;5.32;0;0.405;6.565;22.9;73.172;6;293;16.6;371.72;9.51
Westwood;-711.385;421.235;28.5;0.03502;80;4.95;0;0.411;68.610.000.000.000.000;27.9;51.167;4;245;19.2;396.9;3.33
Westwood;-71.133;421.408;37.3;0.07886;80;4.95;0;0.411;7.148;27.7;51.167;4;245;19.2;396.9;3.56
Westwood;-71.107;421.307;27.9;0.03615;80;4.95;0;0.411;6.63;23.4;51.167;4;245;19.2;396.9;4.7
Norwood;-71.109;42.11;23.9;0.08265;0;13.92;0;0.4370000000000001;6.127.000.000.000.000;18.4;55.027;4;289;16;396.9;8.58
Norwood;-71.118;421.217;21.7;0.08199;0;13.92;0;0.4370000000000001;6.009;42.3;55.027;4;289;16;396.9;10.4
Norwood;-711.309;421.166;28.6;0.12932000000000002;0;13.92;0;0.4370000000000001;6.678;31.1;59.604;4;289;16;396.9;6.27
Norwood;-71.128;421.108;27.1;0.05372;0;13.92;0;0.4370000000000001;6.549;51;59.604;4;289;16;392.85;7.39
Norwood;-7.112.100.000.000.000;421.025;20.3;0.14103;0;13.92;0;0.4370000000000001;5.79;58;6.32;4;289;16;396.9;15.84
Sharon;-71.12;420.725;22.5;0.06466000000000001;70;2.24;0;0.4;6.345;20.1;78.278;5;358;14.8;368.24;4.97
Sharon;-71.1;42.059;29;0.05561;70;2.24;0;0.4;7.041;10;78.278;5;358;14.8;371.58;4.74
Sharon;-711.035;420.735;24.8;0.04417;70;2.24;0;0.4;6.871;47.4;78.278;5;358;14.8;390.86;6.07
Canton;-710.875;42.095;22;0.03537;34;6.09;0;0.433;6.59;40.4;54.917;7;329;16.1;395.75;9.5
Canton;-710.625;42.102;26.4;0.09266;34;6.09;0;0.433;6.495;18.4;54.917;7;329;16.1;383.61;8.67
Canton;-710.865;42.12;33.1;0.1;34;6.09;0;0.433;6.982;17.7;54.917;7;329;16.1;390.43;4.86
Milton;-710.465;42.145;36.1;0.05515;33;2.18;0;0.472;72.360.000.000.000.000;41.1;4.022;7;222;18.4;393.68;6.93
Milton;-71.057;421.525;28.4;0.05479;33;2.18;0;0.472;66.160.000.000.000.000;58.1;3.37;7;222;18.4;393.36;8.93
Milton;-71.045;42.159;33.4;0.07503;33;2.18;0;0.472;7.42;71.9;30.992;7;222;18.4;396.9;6.47
Milton;-71.028;421.565;28.2;0.04932;33;2.18;0;0.472;6.849;70.3;31.827;7;222;18.4;396.9;7.53
Quincy;-710.138;421.555;22.8;0.49298;0;9.9;0;0.544;6.635;82.5;33.175;4;304;18.4;396.9;4.54
Quincy;-710.201;42.16;20.3;0.3494;0;9.9;0;0.544;5.972;76.7;31.025;4;304;18.4;396.24;9.97
Quincy;-71.016;42.176;16.1;263.548;0;9.9;0;0.544;4.973;37.8;25.194;4;304;18.4;350.45;12.64
Quincy;-710.075;42.178.000.000.000.000;22.1;0.7904100000000001;0;9.9;0;0.544;6.122.000.000.000.000;52.8;26.403;4;304;18.4;396.9;5.98
Quincy;-71.015;42.167;19.4;0.26169000000000003;0;9.9;0;0.544;6.023;90.4;28.339.999.999.999.900;4;304;18.4;396.3;11.72
Quincy;-710.075;421.613;21.6;0.26938;0;9.9;0;0.544;6.266;82.8;32.628;4;304;18.4;393.39;7.9
Quincy;-71;42.153;23.8;0.3692;0;9.9;0;0.544;6.567;87.3;36.023;4;304;18.4;395.69;9.28
Quincy;-709.795;42.158;16.2;0.25356;0;9.9;0;0.544;5.705;77.7;3.945;4;304;18.4;396.42;11.5
Quincy;-70.988;421.485;17.8;0.31827;0;9.9;0;0.544;5.914;83.2;39.986;4;304;18.4;390.7;18.33
Quincy;-7.100.399.999.999.990;421.425;19.8;0.24522;0;9.9;0;0.544;5.782;71.7;40.317;4;304;18.4;396.9;15.94
Quincy;-71.01;42.15;23.1;0.40202;0;9.9;0;0.544;63.820.000.000.000.000;67.2;35.325;4;304;18.4;395.21;10.36
Quincy;-71.02;42.151;21;0.47547;0;9.9;0;0.544;6.113;58.8;40.019;4;304;18.4;396.23;12.73
Braintree;-710.085;42.129;23.8;0.1676;0;7.38;0;0.493;6.426;52.3;45.404;5;287;19.6;396.9;7.2
Braintree;-709.975;4.213.399.999.999.990;23.1;0.18159;0;7.38;0;0.493;6.376;54.3;45.404;5;287;19.6;396.9;6.87
Braintree;-70.99;421.367;20.4;0.35114;0;7.38;0;0.493;6.041;49.9;47.211;5;287;19.6;396.9;7.7
Braintree;-709.834;421.375;18.5;0.28392;0;7.38;0;0.493;5.707.999.999.999.990;74.3;47.211;5;287;19.6;391.13;11.74
Braintree;-709.895;421.265;25;0.34109;0;7.38;0;0.493;6.415;40.1;47.211;5;287;19.6;396.9;6.12
Braintree;-71;421.066;24.6;0.19186;0;7.38;0;0.493;6.431;14.7;54.159;5;287;19.6;393.68;5.08
Braintree;-709.995;421.175;23;0.30347;0;7.38;0;0.493;6.312;28.9;54.159;5;287;19.6;396.9;6.15
Braintree;-71.01;421.215;22.2;0.24103;0;7.38;0;0.493;6.082.999.999.999.990;43.7;54.159;5;287;19.6;396.9;12.79
Randolph;-710.275;42.113;19.3;0.06617;0;3.24;0;0.46;58.679.999.999.999.900;25.8;52.146;4;430;16.9;382.44;9.97
Randolph;-710.415;42.115;22.6;0.06724;0;3.24;0;0.46;6.332.999.999.999.990;17.2;52.146;4;430;16.9;375.21;7.34
Randolph;-71.025;42.098;19.8;0.04544;0;3.24;0;0.46;6.144;32.2;58.736;4;430;16.9;368.57;9.09
Holbrook;-710.115;420.865;17.1;0.05023;35;6.06;0;0.4379;5.706;28.4;66.407;1;304;16.9;394.02;12.43
Holbrook;-7.099.600.000.000.000;420.895;19.4;0.03466;35;6.06;0;0.4379;60.310.000.000.000.000;23.3;66.407;1;304;16.9;362.25;7.83
Weymouth;-709.795;420.995;22.2;0.05083;0;5.19;0;0.515;6.316;38.1;64.584;5;224;20.2;389.71;5.68
Weymouth;-70.965;42.101.000.000.000.000;20.7;0.03738;0;5.19;0;0.515;6.31;38.5;64.584;5;224;20.2;389.4;6.75
Weymouth;-70.97;42.115;21.1;0.03961;0;5.19;0;0.515;6.037.000.000.000.000;34.5;59.853;5;224;20.2;396.9;8.01
Weymouth;-70.976;42.128;19.5;0.03427;0;5.19;0;0.515;5.869;46.3;52.311;5;224;20.2;396.9;9.8
Weymouth;-709.602;42.126.999.999.999.900;18.5;0.030410000000000006;0;5.19;0;0.515;5.895;59.6;5.615;5;224;20.2;394.81;10.56
Weymouth;-709.633;421.374;20.6;0.03306;0;5.19;0;0.515;6.059;37.3;48.122;5;224;20.2;396.14;8.51
Weymouth;-709.675;42.144;19;0.054970000000000005;0;5.19;0;0.515;5.985;45.4;48.122;5;224;20.2;396.9;9.74
Weymouth;-70.965;421.503;18.7;0.06151;0;5.19;0;0.515;5.968;58.5;48.122;5;224;20.2;396.9;9.29
Cohasset;-708.875;421.465;32.7;0.01301;35;1.52;0;0.442;7.241;49.3;70.379;1;284;15.5;394.74;5.49
Hull;-70.915;42.16;16.5;0.02498;0;1.89;0;0.518;6.54;59.7;62.669;1;422;15.9;389.96;8.65
Hingham;-70.937;421.475;23.9;0.02543;55;3.78;0;0.484;66.960.000.000.000.000;56.4;57.321;5;370;17.6;396.9;7.18
